,carat,depth,table,x,y,z,predict
8727,1.0,59.2,62.0,6.47,6.5,3.84,4535.4077
8728,0.55,61.5,60.0,5.23,5.25,3.22,1343.4921
8729,0.26,61.6,57.0,4.1,4.08,2.52,504.2454
8730,0.42,61.7,55.0,4.83,4.86,2.99,981.59784
8731,1.31,59.8,58.0,7.19,7.09,4.27,8217.024
8732,0.24,58.5,59.0,4.04,4.09,2.38,481.9796
8733,0.41,63.5,55.0,4.73,4.69,2.99,758.46747
8734,0.59,61.1,57.0,5.43,5.4,3.31,1751.4531
8735,0.33,62.1,56.0,4.46,4.43,2.76,643.7229
8736,1.47,62.6,58.0,7.17,7.24,4.51,8564.1875
8737,0.56,62.0,59.0,5.3,5.34,3.3,1493.9716
8738,0.3,61.0,58.0,4.3,4.36,2.64,584.9026
8739,0.57,60.8,56.0,5.4,5.35,3.27,1740.7003
8740,0.3,62.9,59.0,4.22,4.3,2.68,550.52423
8741,0.38,61.5,56.0,4.68,4.71,2.88,736.9058
8742,0.73,61.2,59.0,5.83,5.77,3.55,2375.4414
8743,0.32,61.8,56.0,4.42,4.45,2.74,638.80707
8744,1.21,61.1,59.0,6.9,6.89,4.21,6547.222
8745,0.31,61.8,60.0,4.32,4.35,2.68,571.4594
8746,0.37,61.2,58.0,4.69,4.63,2.85,708.31647
8747,0.33,62.5,56.0,4.43,4.44,2.77,639.5742
8748,1.7,61.7,59.0,7.68,7.63,4.72,11054.176
8749,1.05,61.7,56.0,6.48,6.56,4.02,5409.745
8750,0.53,61.1,54.0,5.26,5.29,3.22,1671.3956
8751,0.3,62.4,56.0,4.28,4.31,2.68,587.1763
8752,0.78,63.0,57.0,5.85,5.9,3.7,2657.5435
8753,0.32,59.7,62.0,4.43,4.38,2.63,583.82513
8754,0.9,63.7,60.0,6.02,5.98,3.82,2759.8052
8755,0.59,62.2,55.0,5.39,5.42,3.36,1810.89
8756,0.55,60.8,56.0,5.31,5.34,3.24,1662.0763
8757,1.16,62.3,56.0,6.77,6.68,4.19,6243.601
8758,0.78,60.9,57.0,5.94,5.88,3.59,2821.7334
8759,0.6,61.5,56.0,5.51,5.39,3.35,1854.8702
8760,0.9,63.4,60.0,6.07,6.02,3.83,2866.6118
8761,0.8,62.3,57.0,5.91,5.94,3.69,2813.4395
8762,0.5,59.8,58.0,5.12,5.14,3.07,1301.214
8763,1.0,63.6,61.0,6.25,6.21,3.96,3491.2559
8764,0.51,64.2,56.0,5.02,5.05,3.23,1185.5146
8765,0.37,62.3,56.0,4.56,4.59,2.85,694.64813
8766,0.25,62.3,54.0,4.05,4.11,2.54,521.44366
8767,1.01,62.4,59.0,6.35,6.41,3.98,4390.923
8768,1.09,60.3,60.0,6.68,6.61,4.01,5429.087
8769,1.0,64.9,57.0,6.21,6.28,4.05,4013.335
8770,1.86,62.8,58.0,7.83,7.75,4.89,12144.82
8771,2.03,62.5,56.0,8.1,8.05,5.05,13617.369
8772,1.5,66.6,54.0,7.05,7.01,4.68,8175.449
8773,1.03,61.4,58.0,6.52,6.58,4.02,5207.8945
8774,1.06,60.8,58.0,6.59,6.54,3.99,5356.8438
8775,1.0,61.8,59.0,6.33,6.38,3.93,4341.661
8776,0.31,61.6,59.0,4.35,4.32,2.67,579.6797
8777,1.01,62.0,54.9,6.41,6.44,3.99,5169.771
8778,1.0,62.8,57.0,6.31,6.37,3.98,4496.637
8779,1.21,59.7,60.0,6.93,6.9,4.13,6590.588
8780,1.69,58.7,59.0,7.87,7.78,4.59,12127.117
8781,0.55,61.6,55.0,5.32,5.29,3.27,1668.7637
8782,2.21,61.0,58.0,8.36,8.43,5.12,14634.271
8783,0.72,59.6,63.0,5.92,5.75,3.48,2245.392
8784,0.92,62.2,56.0,6.23,6.27,3.89,4249.2617
8785,0.7,60.7,61.0,5.69,5.71,3.46,2086.4097
8786,1.1,61.8,56.0,6.65,6.61,4.1,5861.2954
8787,0.62,61.9,55.0,5.46,5.19,3.39,1782.9789
8788,0.31,61.6,55.0,4.35,4.38,2.69,621.99615
8789,0.9,61.8,56.0,6.18,6.24,3.84,4112.718
8790,0.35,61.6,55.0,4.54,4.49,2.78,679.60486
8791,0.52,62.1,54.0,5.17,5.2,3.22,1529.173
8792,0.38,61.5,55.0,4.68,4.69,2.88,751.04846
8793,0.51,62.4,55.0,5.11,5.14,3.2,1391.1687
8794,0.7,61.8,57.0,5.68,5.71,3.52,2273.9521
8795,1.01,58.8,59.0,6.55,6.59,3.86,5288.3896
8796,1.01,62.9,59.0,6.37,6.31,3.99,4222.3506
8797,0.46,64.9,58.0,4.81,4.77,3.11,765.4648
8798,2.1,61.3,59.0,8.27,8.21,5.05,13952.012
8799,2.01,62.2,59.0,7.93,8.01,4.96,13052.562
8800,0.58,59.6,57.0,5.41,5.42,3.23,1790.2201
8801,0.9,60.8,61.0,6.22,6.12,3.75,3335.896
8802,0.34,62.2,57.0,4.42,4.46,2.76,635.5333
8803,2.03,62.9,57.0,8.07,7.99,5.05,13394.648
8804,0.58,59.5,59.0,5.41,5.45,3.23,1699.9712
8805,0.31,62.4,57.0,4.34,4.31,2.7,591.322
8806,0.36,61.9,56.0,4.56,4.59,2.83,693.0667
8807,0.82,61.7,56.0,6.01,5.99,3.7,3277.1763
8808,0.41,61.6,59.0,4.74,4.77,2.93,739.4897
8809,0.66,61.7,55.0,5.64,5.6,3.47,2238.163
8810,0.59,61.8,60.0,5.33,5.39,3.31,1519.5497
8811,0.3,62.0,57.0,4.28,4.3,2.66,578.14825
8812,0.24,61.5,56.0,3.99,4.01,2.46,478.41696
8813,0.44,62.6,56.0,4.9,4.84,3.05,960.8112
8814,0.76,61.9,57.0,5.87,5.9,3.64,2692.8865
8815,0.72,62.0,56.0,5.74,5.78,3.57,2483.2815
8816,0.44,62.8,56.0,4.83,4.88,3.05,935.5237
8817,0.32,61.4,57.0,4.41,4.38,2.7,618.26245
8818,1.21,60.4,57.0,6.9,6.93,4.18,7101.6055
8819,0.71,60.3,62.0,5.76,5.69,3.45,2089.8767
8820,0.72,59.8,57.0,5.84,5.89,3.51,2696.853
8821,1.72,63.4,56.0,7.65,7.55,4.82,11287.495
8822,0.3,62.5,57.0,4.26,4.28,2.67,570.7423
8823,0.33,61.8,55.0,4.48,4.45,2.76,659.008
8824,0.76,61.7,56.0,5.85,5.88,3.62,2749.9194
8825,0.41,62.8,55.0,4.7,4.73,2.96,780.14417
8826,1.21,61.3,57.0,6.94,6.89,4.24,6982.4785
8827,0.62,59.4,65.0,5.54,5.48,3.27,1540.6967
8828,0.9,60.4,60.0,6.23,6.28,3.78,3796.1455
8829,1.36,61.4,57.0,7.25,7.09,4.4,8480.273
8830,0.31,61.6,55.0,4.42,4.38,2.71,633.6034
8831,1.01,63.3,55.0,6.32,6.39,4.02,4811.8857
8832,0.41,62.6,59.0,4.77,4.72,2.97,734.9896
8833,0.42,61.7,59.0,4.82,4.75,2.95,751.01227
8834,0.32,61.9,59.0,4.39,4.34,2.7,590.99396
8835,1.62,62.6,58.0,7.57,7.45,4.7,10307.3
8836,1.01,59.1,59.0,6.58,6.61,3.9,5353.705
8837,0.5,60.8,61.0,5.04,5.09,3.08,1051.1078
8838,0.86,62.2,57.0,6.05,6.1,3.78,3417.0947
8839,0.27,58.6,61.0,4.27,4.3,2.51,544.03845
8840,1.5,59.4,60.0,7.54,7.5,4.47,10020.629
8841,1.11,61.1,57.0,6.67,6.69,4.08,5948.001
8842,1.01,63.4,57.0,6.39,6.32,4.03,4519.081
8843,1.73,61.6,58.0,7.74,7.71,4.76,11667.62
8844,1.05,62.2,61.0,6.51,6.48,4.04,4571.6064
8845,0.72,62.6,56.0,5.75,5.72,3.59,2412.7473
8846,1.01,62.0,61.0,6.29,6.38,3.93,3990.4321
8847,0.34,59.9,59.0,4.55,4.57,2.73,662.80524
8848,0.5,61.0,56.0,5.15,5.17,3.15,1411.2877
8849,0.91,61.6,57.0,6.23,6.24,3.84,4081.2212
8850,0.74,62.9,54.0,5.81,5.78,3.64,2713.7485
8851,1.0,63.7,61.0,6.27,6.2,3.97,3500.237
8852,0.35,61.8,55.0,4.54,4.56,2.81,690.9587
8853,1.0,62.8,55.0,6.3,6.38,3.98,4784.8135
8854,0.78,60.6,57.0,5.98,5.94,3.61,3020.0203
8855,0.7,60.4,58.0,5.82,5.77,3.5,2424.8923
8856,1.05,62.8,58.0,6.48,6.44,4.06,4845.3867
8857,1.04,62.4,58.0,6.4,6.49,4.02,4803.9463
8858,0.95,59.7,61.0,6.35,6.27,3.77,3979.0632
8859,1.01,59.9,61.0,6.49,6.53,3.9,4725.237
8860,0.37,63.4,57.0,4.55,4.57,2.89,680.0828
8861,1.32,60.3,60.0,7.14,7.09,4.29,7655.336
8862,1.02,62.8,58.0,6.45,6.39,4.03,4652.133
8863,0.7,64.1,58.0,5.51,5.57,3.55,1883.4205
8864,1.5,61.9,60.0,7.25,7.28,4.5,8586.9
8865,0.7,59.8,59.0,5.74,5.8,3.45,2344.8623
8866,0.72,59.8,60.0,5.76,5.81,3.46,2329.073
8867,1.05,63.7,58.0,6.4,6.45,4.09,4653.639
8868,0.5,59.0,60.0,5.19,5.22,3.07,1316.5873
8869,0.91,61.2,58.0,6.24,6.3,3.84,4088.9744
8870,0.51,62.0,55.0,5.14,5.12,3.18,1405.2129
8871,1.01,63.5,55.0,6.32,6.38,4.03,4780.083
8872,0.33,62.1,55.0,4.44,4.42,2.75,646.61676
8873,0.33,61.2,56.0,4.44,4.46,2.72,646.26025
8874,0.76,61.1,55.0,5.9,5.94,3.62,3104.8013
8875,1.51,63.6,60.0,7.3,7.26,4.63,8466.069
8876,0.3,61.6,57.0,4.3,4.33,2.66,587.3841
8877,0.6,60.8,60.0,5.39,5.44,3.29,1617.1766
8878,1.03,60.4,56.0,6.59,6.56,3.97,5653.4736
8879,0.55,60.1,61.0,5.32,5.29,3.19,1410.3688
8880,1.0,63.7,61.0,6.32,6.27,4.01,3701.5193
8881,1.1,62.0,56.0,6.68,6.64,4.13,5942.839
8882,0.31,62.8,58.0,4.32,4.28,2.7,574.05884
8883,0.42,61.6,61.0,4.82,4.79,2.96,742.037
8884,0.45,63.7,61.0,4.81,4.73,3.04,733.99194
8885,0.35,54.6,59.0,4.85,4.79,2.63,868.6846
8886,1.02,61.6,55.0,6.46,6.52,4.0,5413.6167
8887,1.61,62.5,57.0,7.49,7.43,4.66,10274.84
8888,1.01,62.1,58.0,6.4,6.42,3.98,4657.467
8889,0.39,61.1,55.0,4.74,4.75,2.9,845.66644
8890,0.3,61.4,58.0,4.32,4.35,2.66,585.933
8891,1.26,61.7,60.0,6.85,6.9,4.24,6387.6074
8892,0.54,61.8,54.0,5.24,5.28,3.25,1645.5509
8893,1.06,62.2,57.0,6.58,6.53,4.08,5366.751
8894,0.32,62.0,54.9,4.36,4.39,2.71,626.98724
8895,0.52,59.7,56.0,5.28,5.31,3.16,1623.5494
8896,0.56,60.6,57.0,5.35,5.38,3.25,1674.6389
8897,0.42,61.3,56.0,4.81,4.82,2.95,902.6312
8898,2.02,60.8,62.0,8.17,8.12,4.95,13329.736
8899,0.31,62.7,57.0,4.31,4.34,2.71,590.44745
8900,0.48,61.4,56.0,5.02,5.07,3.1,1240.2079
8901,1.01,63.0,58.0,6.33,6.29,3.98,4262.5767
8902,2.01,62.5,56.0,8.08,8.02,5.03,13513.928
8903,0.5,63.3,56.0,5.0,5.05,3.18,1185.5118
8904,0.7,62.3,58.0,5.64,5.72,3.54,2175.4011
8905,1.13,62.0,58.0,6.64,6.68,4.13,5710.6167
8906,0.73,62.3,60.0,5.77,5.73,3.58,2198.4688
8907,0.3,61.4,55.0,4.36,4.34,2.67,615.1795
8908,0.9,63.9,55.0,6.05,6.09,3.88,3622.29
8909,0.38,62.1,57.0,4.65,4.62,2.88,709.19324
8910,0.9,62.6,59.0,6.07,6.16,3.83,3302.8992
8911,1.08,62.3,58.0,6.54,6.5,4.06,5130.6772
8912,1.32,62.6,56.0,7.05,7.0,4.4,7795.4536
8913,1.44,61.8,57.0,7.21,7.09,4.42,8550.759
8914,0.28,61.3,57.0,4.25,4.27,2.6,564.0525
8915,0.7,63.9,58.0,5.62,5.58,3.58,1991.5109
8916,0.75,63.6,58.0,5.71,5.76,3.65,2266.9175
8917,0.36,62.3,57.0,4.57,4.55,2.84,679.6562
8918,0.3,64.5,55.0,4.31,4.19,2.74,576.5661
8919,0.35,61.0,60.0,4.54,4.58,2.78,655.21893
8920,0.7,63.9,60.0,5.65,5.52,3.58,1857.4197
8921,1.04,60.7,59.0,6.5,6.54,3.96,5041.8926
8922,2.05,61.4,58.5,8.13,8.16,5.0,13654.384
8923,0.31,59.9,59.0,4.45,4.43,2.66,617.41534
8924,0.3,62.3,54.0,4.29,4.34,2.69,610.32715
8925,0.7,62.6,56.0,5.65,5.69,3.55,2264.569
8926,1.04,62.5,55.0,6.45,6.54,4.06,5396.0034
8927,0.39,63.6,60.2,4.58,4.62,2.93,672.059
8928,1.01,58.9,60.0,6.62,6.58,3.89,5240.716
8929,0.39,62.1,56.0,4.65,4.69,2.9,730.599
8930,0.3,60.7,57.0,4.34,4.29,2.62,588.71674
8931,0.27,61.2,58.0,4.16,4.2,2.56,529.09863
8932,0.33,61.5,57.0,4.46,4.49,2.75,646.34375
8933,0.4,63.5,55.0,4.67,4.72,2.98,747.19507
8934,0.38,61.1,57.0,4.71,4.69,2.87,731.7299
8935,0.33,61.6,56.0,4.44,4.46,2.74,645.9648
8936,0.4,61.7,59.0,4.75,4.72,2.92,730.54755
8937,1.02,62.0,56.0,6.42,6.45,3.99,5055.1143
8938,0.52,61.4,57.0,5.27,5.16,3.2,1438.8597
8939,0.32,62.0,55.0,4.41,4.43,2.74,641.5688
8940,0.38,61.6,58.0,4.7,4.65,2.88,715.0158
8941,1.02,64.1,60.0,6.25,6.29,4.02,3769.3696
8942,1.12,61.6,56.0,6.69,6.71,4.13,6144.0195
8943,0.3,61.9,57.0,4.35,4.31,2.68,591.7334
8944,0.71,61.7,56.0,5.74,5.77,3.55,2473.625
8945,0.6,62.2,53.0,5.43,5.44,3.38,1979.9769
8946,1.05,62.8,57.0,6.45,6.41,4.04,4888.833
8947,1.5,60.4,59.0,7.38,7.43,4.47,9589.316
8948,1.24,61.4,56.0,6.98,6.92,4.27,7410.716
8949,0.54,60.1,56.0,5.31,5.28,3.18,1628.8505
8950,0.25,61.9,59.0,3.99,4.02,2.48,473.58316
8951,0.41,62.3,55.0,4.78,4.75,2.97,858.4959
8952,1.51,60.0,60.0,7.45,7.4,4.48,9589.351
8953,0.41,63.1,56.0,4.72,4.75,2.99,755.4283
8954,1.24,61.0,59.0,6.93,7.0,4.25,6906.9556
8955,0.7,63.4,56.0,5.7,5.6,3.58,2204.339
8956,1.24,61.6,54.0,6.95,6.91,4.27,7706.49
8957,1.02,62.3,58.0,6.42,6.37,3.99,4617.9644
8958,0.51,61.9,58.0,5.1,5.15,3.17,1255.1818
8959,0.39,62.0,54.5,4.67,4.7,2.91,773.23596
8960,1.51,63.1,60.0,7.3,7.24,4.59,8486.879
8961,1.04,61.9,58.0,6.47,6.51,4.02,4995.6675
8962,0.7,62.6,56.0,5.69,5.66,3.55,2271.1885
8963,0.32,61.7,58.0,4.41,4.38,2.71,609.4052
8964,0.38,61.9,55.0,4.68,4.64,2.89,734.3515
8965,0.41,61.6,59.0,4.76,4.79,2.94,745.9186
8966,1.01,59.7,58.0,6.53,6.57,3.91,5302.1475
8967,0.32,61.9,58.0,4.4,4.36,2.71,604.13995
8968,1.07,61.7,54.0,6.59,6.61,4.07,5997.8066
8969,2.01,63.0,56.0,7.98,7.9,5.0,13196.572
8970,0.7,63.1,54.0,5.73,5.65,3.59,2449.6697
8971,0.3,61.7,59.0,4.28,4.25,2.63,554.01215
8972,0.31,63.1,56.0,4.33,4.35,2.74,603.31305
8973,0.91,64.0,61.0,6.05,6.08,3.88,2808.0674
8974,0.35,59.3,61.0,4.62,4.58,2.73,663.1888
8975,0.4,63.8,57.0,4.7,4.67,2.99,727.764
8976,0.32,63.3,54.0,4.39,4.36,2.77,632.6896
8977,0.39,62.2,53.9,4.66,4.69,2.9,777.92096
8978,0.75,61.9,54.0,5.83,5.84,3.61,2903.6492
8979,0.4,62.0,56.0,4.74,4.77,2.95,797.25366
8980,0.5,58.5,62.0,5.23,5.27,3.07,1288.2946
8981,1.07,61.5,54.0,6.64,6.6,4.07,6079.1743
8982,0.72,63.3,54.0,5.64,5.73,3.6,2455.956
8983,0.9,67.0,56.0,5.91,5.83,3.93,2717.2827
8984,0.53,54.3,65.0,5.46,5.51,2.98,1577.9637
8985,1.53,62.8,55.0,7.4,7.35,4.63,10069.902
8986,1.04,61.5,59.0,6.54,6.51,4.01,4990.0645
8987,1.01,64.9,56.0,6.29,6.2,4.07,4198.334
8988,0.56,59.9,60.0,5.41,5.37,3.23,1578.6222
8989,0.42,58.6,61.0,4.92,4.95,2.89,876.5849
8990,1.24,61.2,59.0,6.89,6.93,4.23,6658.75
8991,0.7,64.1,55.0,5.6,5.66,3.61,2212.6704
8992,0.72,62.5,55.0,5.74,5.78,3.6,2549.5427
8993,0.38,61.5,57.0,4.67,4.63,2.86,714.76965
8994,0.36,61.0,59.0,4.57,4.61,2.8,675.375
8995,0.74,61.1,57.0,5.83,5.86,3.57,2621.2666
8996,0.99,55.0,61.0,6.72,6.67,3.68,5653.6025
8997,0.9,59.5,61.0,6.3,6.24,3.73,3768.5752
8998,0.39,63.0,61.0,4.62,4.65,2.92,677.6417
8999,0.56,59.6,57.0,5.37,5.39,3.21,1716.827
9000,1.01,61.9,61.0,6.36,6.41,3.95,4156.967
9001,1.24,62.0,57.0,6.87,6.9,4.27,6835.4473
9002,1.0,61.2,61.0,6.39,6.35,3.9,4147.886
9003,0.74,62.6,58.0,5.73,5.77,3.6,2314.3022
9004,1.01,63.6,55.0,6.35,6.39,4.05,4839.4365
9005,0.3,62.6,56.0,4.29,4.34,2.7,593.44257
9006,1.0,62.5,59.0,6.32,6.38,3.97,4268.6455
9007,0.71,58.4,62.1,5.8,5.83,3.4,2294.8438
9008,1.71,62.7,58.0,7.66,7.62,4.79,11107.127
9009,0.7,56.5,57.0,5.97,5.86,3.33,3056.708
9010,1.02,59.2,58.0,6.51,6.56,3.87,5311.707
9011,0.8,60.2,59.0,6.07,5.95,3.62,2969.3809
9012,0.27,60.3,56.0,4.24,4.27,2.56,570.8463
9013,0.9,60.5,63.0,6.13,6.16,3.72,3021.6777
9014,0.88,61.7,56.0,6.14,6.18,3.8,3915.789
9015,0.38,63.2,59.0,4.59,4.62,2.91,681.4218
9016,1.2,62.7,60.0,6.73,6.67,4.21,5639.6973
9017,0.32,61.2,55.0,4.41,4.44,2.71,644.67096
9018,0.41,62.7,57.0,4.7,4.74,2.96,742.56256
9019,0.5,64.0,56.0,5.03,4.97,3.2,1139.4169
9020,1.02,58.3,59.0,6.68,6.59,3.87,5560.598
9021,0.3,60.6,58.0,4.33,4.35,2.63,589.05005
9022,1.0,61.8,58.0,6.39,6.43,3.96,4661.769
9023,0.9,62.6,57.0,6.13,6.2,3.86,3754.1882
9024,0.46,62.8,57.0,4.92,4.83,3.06,927.0485
9025,1.11,61.9,55.0,6.65,6.6,4.1,5995.2173
9026,2.09,61.4,60.0,8.24,8.2,5.05,13798.977
9027,0.63,62.3,55.0,5.5,5.54,3.44,2026.7592
9028,1.04,62.1,59.0,6.46,6.52,4.03,4832.8867
9029,0.55,61.7,56.4,5.26,5.3,3.25,1561.4708
9030,0.42,61.4,55.0,4.81,4.83,2.96,955.83234
9031,1.04,61.9,57.0,6.46,6.5,4.01,5102.0913
9032,1.5,57.8,63.0,7.58,7.53,4.37,9744.916
9033,0.32,62.3,58.0,4.4,4.37,2.73,605.1402
9034,0.55,57.1,63.0,5.39,5.47,3.1,1531.3383
9035,0.25,61.8,55.0,4.06,4.09,2.52,513.1124
9036,1.01,61.4,57.0,6.44,6.48,3.97,5025.58
9037,1.1,62.5,57.0,6.61,6.58,4.12,5543.752
9038,1.24,61.2,56.0,6.88,6.92,4.22,7205.107
9039,0.54,61.5,55.1,5.25,5.27,3.23,1596.902
9040,1.21,61.9,58.0,6.76,6.81,4.2,6275.536
9041,0.23,62.7,57.0,3.9,3.92,2.45,461.58575
9042,0.46,58.9,59.4,5.05,5.1,2.99,1154.4835
9043,0.41,61.0,56.0,4.78,4.83,2.93,889.59564
9044,0.56,61.9,58.0,5.33,5.27,3.28,1517.8406
9045,0.7,60.0,62.0,5.79,5.75,3.46,2164.365
9046,0.6,61.0,61.0,5.46,5.39,3.31,1581.0499
9047,0.9,63.4,56.0,6.15,5.99,3.85,3517.7056
9048,0.6,60.4,63.0,5.45,5.41,3.28,1502.539
9049,1.03,61.9,53.0,6.52,6.54,4.04,5823.039
9050,1.6,62.1,56.0,7.43,7.51,4.64,10554.214
9051,0.72,63.0,56.0,5.73,5.76,3.62,2419.3965
9052,1.1,61.7,56.0,6.67,6.63,4.1,5927.6924
9053,1.03,60.4,56.0,6.56,6.53,3.95,5552.9355
9054,1.52,59.8,58.0,7.51,7.55,4.5,10471.509
9055,0.31,63.1,57.0,4.27,4.32,2.71,579.88605
9056,0.32,61.6,56.0,4.4,4.43,2.72,632.52606
9057,1.15,62.3,57.0,6.74,6.67,4.18,6018.524
9058,1.26,60.9,57.0,6.97,6.99,4.25,7446.6357
9059,0.42,60.9,62.0,4.8,4.86,2.94,742.79877
9060,1.09,61.2,62.0,6.63,6.58,4.04,4935.956
9061,0.4,62.9,59.0,4.7,4.75,2.97,725.77875
9062,0.31,63.0,57.0,4.34,4.32,2.73,592.17487
9063,1.52,62.2,56.0,7.41,7.31,4.58,9849.366
9064,0.45,61.7,56.0,4.96,4.93,3.05,1083.1925
9065,1.53,63.1,59.0,7.38,7.21,4.61,8862.894
9066,0.77,62.8,58.0,5.75,5.78,3.62,2357.4644
9067,0.52,59.9,57.0,5.21,5.28,3.14,1506.2955
9068,0.72,61.7,54.5,5.77,5.8,3.57,2669.342
9069,0.7,62.5,56.0,5.7,5.73,3.57,2354.4014
9070,1.01,62.9,58.0,6.39,6.36,4.01,4479.8857
9071,0.7,60.9,56.0,5.76,5.8,3.52,2541.4766
9072,0.55,62.0,55.0,5.28,5.24,3.26,1600.7269
9073,1.0,64.8,58.0,6.23,6.27,4.05,3897.3252
9074,0.91,64.1,59.0,6.1,6.13,3.92,3196.3708
9075,1.0,58.5,61.0,6.51,6.55,3.82,4878.5645
9076,0.59,64.5,57.0,5.37,5.16,3.42,1501.8094
9077,2.05,61.8,58.0,8.12,8.16,5.03,13672.376
9078,0.4,61.2,62.0,4.7,4.75,2.89,703.5594
9079,1.31,60.8,58.0,7.13,7.08,4.32,7936.6846
9080,2.24,60.9,58.0,8.46,8.41,5.14,14797.066
9081,0.75,60.2,60.0,5.89,5.93,3.56,2546.4326
9082,0.42,61.2,60.0,4.77,4.84,2.94,750.2842
9083,1.2,61.2,53.0,6.88,6.85,4.2,7569.415
9084,0.57,62.5,54.0,5.32,5.34,3.33,1742.5096
9085,0.41,63.5,57.0,4.73,4.75,3.01,748.41583
9086,0.72,61.6,56.0,5.73,5.8,3.55,2507.4697
9087,0.9,62.4,57.0,6.13,6.18,3.84,3735.4185
9088,0.33,59.1,59.0,4.59,4.54,2.7,664.09094
9089,0.32,61.2,56.0,4.41,4.42,2.7,632.8366
9090,0.32,60.4,57.0,4.46,4.47,2.7,643.2952
9091,0.32,60.7,62.0,4.4,4.43,2.68,585.6325
9092,0.43,60.3,58.0,4.88,4.91,2.95,938.70703
9093,0.31,61.7,55.0,4.37,4.38,2.7,625.1519
9094,0.31,61.8,55.0,4.33,4.35,2.68,612.90826
9095,0.23,61.6,57.0,3.95,3.97,2.44,464.3577
9096,0.31,62.0,59.0,4.3,4.28,2.66,564.0002
9097,2.1,65.0,56.0,8.09,7.98,5.21,13529.027
9098,0.31,61.3,58.0,4.37,4.4,2.69,605.17194
9099,0.52,63.2,57.0,5.09,5.1,3.22,1245.1678
9100,0.76,61.3,56.0,5.87,5.91,3.61,2843.5254
9101,0.31,62.1,54.0,4.36,4.4,2.72,634.165
9102,1.54,62.3,56.0,7.33,7.38,4.58,9859.004
9103,0.59,62.8,57.0,5.32,5.38,3.36,1632.2225
9104,0.71,59.2,61.0,5.8,5.88,3.46,2372.459
9105,2.06,61.2,58.0,8.1,8.07,4.95,13556.811
9106,0.57,62.0,57.0,5.29,5.33,3.29,1581.6859
9107,0.52,62.4,56.0,5.15,5.11,3.2,1355.487
9108,0.39,61.9,58.0,4.66,4.68,2.89,714.7072
9109,0.5,60.7,61.0,5.09,5.13,3.1,1110.4684
9110,0.37,60.5,56.0,4.65,4.68,2.82,726.73126
9111,1.12,62.9,55.9,6.59,6.62,4.16,5751.0977
9112,0.63,59.2,61.0,5.6,5.55,3.3,1873.0887
9113,0.91,59.5,58.0,6.34,6.26,3.75,4319.193
9114,0.31,62.4,56.0,4.35,4.31,2.7,600.6605
9115,0.54,61.2,56.0,5.24,5.28,3.22,1562.3813
9116,0.9,61.9,55.0,6.21,6.19,3.84,4214.9136
9117,1.0,62.0,57.0,6.43,6.37,3.97,4760.3423
9118,0.31,59.1,59.0,4.44,4.42,2.62,615.3994
9119,0.3,63.3,55.0,4.31,4.28,2.72,593.9768
9120,0.71,62.7,59.0,5.65,5.67,3.55,2080.2039
9121,0.41,61.3,60.0,4.81,4.75,2.93,740.092
9122,0.31,61.9,56.0,4.39,4.36,2.71,617.0074
9123,0.64,62.0,55.0,5.52,5.55,3.43,2068.3315
9124,0.4,60.6,56.0,4.78,4.82,2.91,886.6646
9125,0.5,62.4,57.0,5.07,5.03,3.15,1189.9733
9126,1.01,58.1,59.0,6.61,6.53,3.82,5347.593
9127,1.5,63.4,58.0,7.16,7.2,4.55,8426.563
9128,1.06,60.5,56.0,6.65,6.6,4.01,5868.3164
9129,0.31,62.0,55.0,4.34,4.37,2.7,617.87866
9130,2.13,62.5,60.0,8.18,8.13,5.1,13652.955
9131,0.3,61.1,55.0,4.34,4.37,2.66,617.27423
9132,0.33,61.7,54.0,4.47,4.45,2.75,665.1909
9133,1.01,60.4,57.0,6.49,6.45,3.91,5133.0156
9134,1.56,63.1,60.0,7.43,7.34,4.66,9124.823
9135,1.52,61.2,63.0,7.31,7.39,4.5,8480.416
9136,1.23,63.6,57.0,6.74,6.79,4.3,6262.0947
9137,1.01,62.6,56.0,6.41,6.44,4.02,4954.3984
9138,0.7,61.5,63.0,5.78,5.64,3.51,1960.646
9139,1.28,62.6,58.0,6.94,6.89,4.33,6797.2837
9140,0.3,61.4,54.0,4.34,4.39,2.68,628.27985
9141,1.02,61.6,56.0,6.55,6.48,3.99,5319.701
9142,0.38,60.2,60.0,4.65,4.68,2.81,697.3272
9143,3.22,62.6,55.0,9.49,9.42,5.92,19306.428
9144,1.2,61.0,56.0,6.86,6.88,4.19,6999.167
9145,0.4,60.4,61.0,4.77,4.74,2.87,722.4894
9146,0.7,61.3,56.0,5.72,5.76,3.52,2449.2417
9147,0.42,62.5,55.0,4.8,4.83,3.01,924.77057
9148,0.91,58.0,62.0,6.32,6.38,3.68,4020.2568
9149,0.91,61.6,59.0,6.14,6.24,3.81,3643.3413
9150,1.27,60.3,59.0,6.97,7.09,4.24,7359.957
9151,0.32,62.2,56.0,4.37,4.41,2.73,623.12695
9152,0.95,62.6,58.0,6.17,6.23,3.88,3814.9285
9153,1.2,62.6,61.0,6.73,6.68,4.2,5511.9375
9154,0.57,61.8,57.0,5.34,5.31,3.29,1606.5555
9155,0.55,61.5,56.0,5.28,5.25,3.24,1570.7584
9156,0.75,61.5,55.0,5.85,5.89,3.61,2894.5957
9157,0.9,63.0,61.0,6.14,6.05,3.84,2926.3662
